pollster_id,pollster,state,start_date,end_date,sample_size,population,race_id,cycle,election_date,candidate_id
235,InsiderAdvantage,North Carolina,9/29/24,9/30/24,800,lv,8839,2024,11/5/24,16661
235,InsiderAdvantage,North Carolina,9/29/24,9/30/24,800,lv,8839,2024,11/5/24,16651
235,InsiderAdvantage,Georgia,9/29/24,9/30/24,800,lv,8781,2024,11/5/24,16661
235,InsiderAdvantage,Georgia,9/29/24,9/30/24,800,lv,8781,2024,11/5/24,16651
1250,Trafalgar Group,Wisconsin,9/28/24,9/30/24,1079,lv,8905,2024,11/5/24,16661
1250,Trafalgar Group,Wisconsin,9/28/24,9/30/24,1079,lv,8905,2024,11/5/24,16651
1250,Trafalgar Group,Michigan,9/28/24,9/30/24,1086,lv,8820,2024,11/5/24,16661
1250,Trafalgar Group,Michigan,9/28/24,9/30/24,1086,lv,8820,2024,11/5/24,16651
1418,WPAi,North Dakota,9/28/24,9/30/24,500,lv,8842,2024,11/5/24,16661
1418,WPAi,North Dakota,9/28/24,9/30/24,500,lv,8842,2024,11/5/24,16651
1418,WPAi,North Dakota,9/28/24,9/30/24,500,lv,8842,2024,11/5/24,31790
1741,ActiVote,New York,9/4/24,9/30/24,400,lv,8860,2024,11/5/24,16661
1741,ActiVote,New York,9/4/24,9/30/24,400,lv,8860,2024,11/5/24,16651
1741,ActiVote,Ohio,8/28/24,9/30/24,400,lv,8863,2024,11/5/24,16661
1741,ActiVote,Ohio,8/28/24,9/30/24,400,lv,8863,2024,11/5/24,16651
1741,ActiVote,Indiana,8/28/24,9/30/24,400,lv,8797,2024,11/5/24,16661
1741,ActiVote,Indiana,8/28/24,9/30/24,400,lv,8797,2024,11/5/24,16651
356,OnMessage Inc.,Pennsylvania,9/28/24,9/29/24,800,lv,8872,2024,11/5/24,16661
356,OnMessage Inc.,Pennsylvania,9/28/24,9/29/24,800,lv,8872,2024,11/5/24,16651
1754,Patriot Polling,Pennsylvania,9/27/24,9/29/24,816,rv,8872,2024,11/5/24,16661
1754,Patriot Polling,Pennsylvania,9/27/24,9/29/24,816,rv,8872,2024,11/5/24,16651
1189,Morning Consult,NA,9/27/24,9/29/24,11381,lv,8914,2024,11/5/24,16661
1189,Morning Consult,NA,9/27/24,9/29/24,11381,lv,8914,2024,11/5/24,16651
1334,Alaska Survey Research,Alaska,9/27/24,9/29/24,1182,lv,8749,2024,11/5/24,16661
1334,Alaska Survey Research,Alaska,9/27/24,9/29/24,1182,lv,8749,2024,11/5/24,16651
1334,Alaska Survey Research,Alaska,9/27/24,9/29/24,1182,lv,8749,2024,11/5/24,31042
1575,Leger,NA,9/27/24,9/29/24,837,lv,8914,2024,11/5/24,16661
1575,Leger,NA,9/27/24,9/29/24,837,lv,8914,2024,11/5/24,16651
1575,Leger,NA,9/27/24,9/29/24,888,rv,8914,2024,11/5/24,16661
1575,Leger,NA,9/27/24,9/29/24,888,rv,8914,2024,11/5/24,16651
1250,Trafalgar Group,Pennsylvania,9/26/24,9/29/24,1090,lv,8872,2024,11/5/24,16661
1250,Trafalgar Group,Pennsylvania,9/26/24,9/29/24,1090,lv,8872,2024,11/5/24,16651
1337,HighGround,Arizona,9/26/24,9/29/24,500,lv,8759,2024,11/5/24,16661
1337,HighGround,Arizona,9/26/24,9/29/24,500,lv,8759,2024,11/5/24,16651
486,The Washington Post,North Carolina,9/25/24,9/29/24,1001,lv,8839,2024,11/5/24,16661
486,The Washington Post,North Carolina,9/25/24,9/29/24,1001,lv,8839,2024,11/5/24,16651
486,The Washington Post,North Carolina,9/25/24,9/29/24,1001,rv,8839,2024,11/5/24,16661
486,The Washington Post,North Carolina,9/25/24,9/29/24,1001,rv,8839,2024,11/5/24,16651
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,16661
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,16651
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,31116
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,31790
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,31097
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,36761
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,16661
396,Quinnipiac,North Carolina,9/25/24,9/29/24,953,lv,8839,2024,11/5/24,16651
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,16661
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,16651
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,31116
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,31790
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,31097
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,37131
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,16661
396,Quinnipiac,Georgia,9/25/24,9/29/24,942,lv,8781,2024,11/5/24,16651
553,Winthrop U.,South Carolina,9/21/24,9/29/24,1068,lv,8880,2024,11/5/24,16661
553,Winthrop U.,South Carolina,9/21/24,9/29/24,1068,lv,8880,2024,11/5/24,16651
217,High Point University,North Carolina,9/20/24,9/29/24,814,rv,8839,2024,11/5/24,16661
217,High Point University,North Carolina,9/20/24,9/29/24,814,rv,8839,2024,11/5/24,16651
217,High Point University,North Carolina,9/20/24,9/29/24,589,lv,8839,2024,11/5/24,16661
217,High Point University,North Carolina,9/20/24,9/29/24,589,lv,8839,2024,11/5/24,16651
1741,ActiVote,Wisconsin,8/29/24,9/29/24,400,lv,8905,2024,11/5/24,16661
1741,ActiVote,Wisconsin,8/29/24,9/29/24,400,lv,8905,2024,11/5/24,16651
1102,Emerson,Arizona,9/27/24,9/28/24,920,lv,8759,2024,11/5/24,16661
1102,Emerson,Arizona,9/27/24,9/28/24,920,lv,8759,2024,11/5/24,16651
1102,Emerson,North Carolina,9/27/24,9/28/24,850,lv,8839,2024,11/5/24,16661
1102,Emerson,North Carolina,9/27/24,9/28/24,850,lv,8839,2024,11/5/24,16651
1102,Emerson,Pennsylvania,9/27/24,9/28/24,1000,lv,8872,2024,11/5/24,16661
1102,Emerson,Pennsylvania,9/27/24,9/28/24,1000,lv,8872,2024,11/5/24,16651
1347,Cygnal,Iowa,9/27/24,9/28/24,600,lv,8788,2024,11/5/24,16661
1347,Cygnal,Iowa,9/27/24,9/28/24,600,lv,8788,2024,11/5/24,16651
1189,Morning Consult,NA,9/26/24,9/28/24,11289,lv,8914,2024,11/5/24,16661
1189,Morning Consult,NA,9/26/24,9/28/24,11289,lv,8914,2024,11/5/24,16651
1189,Morning Consult,NA,9/25/24,9/27/24,11003,lv,8914,2024,11/5/24,16661
1189,Morning Consult,NA,9/25/24,9/27/24,11003,lv,8914,2024,11/5/24,16651
1554,RMG Research,Texas,9/25/24,9/27/24,779,lv,8889,2024,11/5/24,16661
1554,RMG Research,Texas,9/25/24,9/27/24,779,lv,8889,2024,11/5/24,16651
1554,RMG Research,Florida,9/25/24,9/27/24,774,lv,8778,2024,11/5/24,16661
1554,RMG Research,Florida,9/25/24,9/27/24,774,lv,8778,2024,11/5/24,16651
1554,RMG Research,North Carolina,9/25/24,9/27/24,780,lv,8839,2024,11/5/24,16661
1554,RMG Research,North Carolina,9/25/24,9/27/24,780,lv,8839,2024,11/5/24,16651
1554,RMG Research,Michigan,9/24/24,9/27/24,789,lv,8820,2024,11/5/24,16661
1554,RMG Research,Michigan,9/24/24,9/27/24,789,lv,8820,2024,11/5/24,16651
1898,Bowling Green State University/YouGov,Ohio,9/18/24,9/27/24,1000,lv,8863,2024,11/5/24,16661
1898,Bowling Green State University/YouGov,Ohio,9/18/24,9/27/24,1000,lv,8863,2024,11/5/24,16651
1562,Redfield & Wilton Strategies,NA,9/25/24,9/26/24,2021,lv,8914,2024,11/5/24,16661
1562,Redfield & Wilton Strategies,NA,9/25/24,9/26/24,2021,lv,8914,2024,11/5/24,16651
1562,Redfield & Wilton Strategies,NA,9/25/24,9/26/24,2021,lv,8914,2024,11/5/24,31790
1562,Redfield & Wilton Strategies,NA,9/25/24,9/26/24,2021,lv,8914,2024,11/5/24,31116
383,PPP,Florida,9/25/24,9/26/24,808,rv,8778,2024,11/5/24,16661
383,PPP,Florida,9/25/24,9/26/24,808,rv,8778,2024,11/5/24,16651
383,PPP,Florida,9/25/24,9/26/24,808,rv,8778,2024,11/5/24,31116
383,PPP,Florida,9/25/24,9/26/24,808,rv,8778,2024,11/5/24,31097
383,PPP,Florida,9/25/24,9/26/24,808,rv,8778,2024,11/5/24,16661
383,PPP,Florida,9/25/24,9/26/24,808,rv,8778,2024,11/5/24,16651
383,PPP,Texas,9/25/24,9/26/24,759,rv,8889,2024,11/5/24,16661
383,PPP,Texas,9/25/24,9/26/24,759,rv,8889,2024,11/5/24,16651
383,PPP,Texas,9/25/24,9/26/24,759,rv,8889,2024,11/5/24,31116
383,PPP,Texas,9/25/24,9/26/24,759,rv,8889,2024,11/5/24,31097
383,PPP,Texas,9/25/24,9/26/24,759,rv,8889,2024,11/5/24,16661
383,PPP,Texas,9/25/24,9/26/24,759,rv,8889,2024,11/5/24,16651
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,rv,8837,2024,11/5/24,16661
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,rv,8837,2024,11/5/24,16651
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,rv,8837,2024,11/5/24,16661
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,rv,8837,2024,11/5/24,16651
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,rv,8837,2024,11/5/24,31116
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,rv,8837,2024,11/5/24,31790
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,lv,8837,2024,11/5/24,16661
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,lv,8837,2024,11/5/24,16651
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,lv,8837,2024,11/5/24,16661
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,lv,8837,2024,11/5/24,16651
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,lv,8837,2024,11/5/24,31116
1424,Siena/NYT,Nebraska CD-2,9/24/24,9/26/24,680,lv,8837,2024,11/5/24,31790
1189,Morning Consult,NA,9/24/24,9/26/24,11155,lv,8914,2024,11/5/24,16661
1189,Morning Consult,NA,9/24/24,9/26/24,11155,lv,8914,2024,11/5/24,16651
460,SurveyUSA,Minnesota,9/23/24,9/26/24,646,lv,8823,2024,11/5/24,16661
460,SurveyUSA,Minnesota,9/23/24,9/26/24,646,lv,8823,2024,11/5/24,16651
1516,East Carolina University,North Carolina,9/23/24,9/26/24,1005,lv,8839,2024,11/5/24,16661
1516,East Carolina University,North Carolina,9/23/24,9/26/24,1005,lv,8839,2024,11/5/24,16651
1516,East Carolina University,North Carolina,9/23/24,9/26/24,1005,lv,8839,2024,11/5/24,31790
1516,East Carolina University,North Carolina,9/23/24,9/26/24,1005,lv,8839,2024,11/5/24,31116
1516,East Carolina University,North Carolina,9/23/24,9/26/24,1005,lv,8839,2024,11/5/24,31097
940,Lake Research,North Dakota,9/23/24,9/26/24,500,lv,8842,2024,11/5/24,16661
940,Lake Research,North Dakota,9/23/24,9/26/24,500,lv,8842,2024,11/5/24,16651
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,16661
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,16651
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,16661
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,16651
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,31042
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,31116
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,31097
1889,Outward Intelligence,NA,9/22/24,9/26/24,1735,lv,8914,2024,11/5/24,31790
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,rv,8820,2024,11/5/24,16661
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,rv,8820,2024,11/5/24,16651
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,rv,8820,2024,11/5/24,16661
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,rv,8820,2024,11/5/24,16651
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,rv,8820,2024,11/5/24,31116
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,rv,8820,2024,11/5/24,31790
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,lv,8820,2024,11/5/24,16661
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,lv,8820,2024,11/5/24,16651
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,lv,8820,2024,11/5/24,16661
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,lv,8820,2024,11/5/24,16651
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,lv,8820,2024,11/5/24,31116
1424,Siena/NYT,Michigan,9/21/24,9/26/24,688,lv,8820,2024,11/5/24,31790
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,rv,8863,2024,11/5/24,16661
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,rv,8863,2024,11/5/24,16651
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,rv,8863,2024,11/5/24,16661
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,rv,8863,2024,11/5/24,16651
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,rv,8863,2024,11/5/24,31116
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,rv,8863,2024,11/5/24,31790
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,lv,8863,2024,11/5/24,16661
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,lv,8863,2024,11/5/24,16651
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,lv,8863,2024,11/5/24,16661
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,lv,8863,2024,11/5/24,16651
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,lv,8863,2024,11/5/24,31116
1424,Siena/NYT,Ohio,9/21/24,9/26/24,687,lv,8863,2024,11/5/24,31790
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,rv,8905,2024,11/5/24,16661
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,rv,8905,2024,11/5/24,16651
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,rv,8905,2024,11/5/24,16661
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,rv,8905,2024,11/5/24,16651
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,rv,8905,2024,11/5/24,31116
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,rv,8905,2024,11/5/24,31790
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,lv,8905,2024,11/5/24,16661
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,lv,8905,2024,11/5/24,16651
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,lv,8905,2024,11/5/24,16661
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,lv,8905,2024,11/5/24,16651
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,lv,8905,2024,11/5/24,31116
1424,Siena/NYT,Wisconsin,9/21/24,9/26/24,680,lv,8905,2024,11/5/24,31790
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,16661
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,16651
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,16661
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,16651
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,16661
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,16651
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,31042
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,31790
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,31116
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,36761
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,31097
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,882,rv,8905,2024,11/5/24,37131
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,16661
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,16651
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,31042
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,31790
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,31116
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,36761
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,31097
1075,Marquette Law School,Wisconsin,9/18/24,9/26/24,798,lv,8905,2024,11/5/24,37131
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,16661
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,16651
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,16661
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,16651
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,31042
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,31790
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,31116
1302,Echelon Insights,NA,9/23/24,9/25/24,1005,lv,8914,2024,11/5/24,31097
1709,Big Village,NA,9/23/24,9/25/24,2021,a,8914,2024,11/5/24,16661
1709,Big Village,NA,9/23/24,9/25/24,2021,a,8914,2024,11/5/24,16651
1709,Big Village,NA,9/23/24,9/25/24,1663,rv,8914,2024,11/5/24,16661
1709,Big Village,NA,9/23/24,9/25/24,1663,rv,8914,2024,11/5/24,16651
1709,Big Village,NA,9/23/24,9/25/24,1524,lv,8914,2024,11/5/24,16661
1709,Big Village,NA,9/23/24,9/25/24,1524,lv,8914,2024,11/5/24,16651
770,TIPP,Nevada,9/23/24,9/25/24,1044,rv,8857,2024,11/5/24,16661
770,TIPP,Nevada,9/23/24,9/25/24,1044,rv,8857,2024,11/5/24,16651
770,TIPP,Nevada,9/23/24,9/25/24,736,lv,8857,2024,11/5/24,16661
770,TIPP,Nevada,9/23/24,9/25/24,736,lv,8857,2024,11/5/24,16651
770,TIPP,Nevada,9/23/24,9/25/24,1044,rv,8857,2024,11/5/24,16661
770,TIPP,Nevada,9/23/24,9/25/24,1044,rv,8857,2024,11/5/24,16651
770,TIPP,Nevada,9/23/24,9/25/24,1044,rv,8857,2024,11/5/24,31097
770,TIPP,Nevada,9/23/24,9/25/24,1044,rv,8857,2024,11/5/24,31116
770,TIPP,Nevada,9/23/24,9/25/24,736,lv,8857,2024,11/5/24,16661
770,TIPP,Nevada,9/23/24,9/25/24,736,lv,8857,2024,11/5/24,16651
770,TIPP,Nevada,9/23/24,9/25/24,736,lv,8857,2024,11/5/24,31097
770,TIPP,Nevada,9/23/24,9/25/24,736,lv,8857,2024,11/5/24,31116
1895,Quantus Insights,Nevada,9/23/24,9/25/24,628,lv,8857,2024,11/5/24,16661
1895,Quantus Insights,Nevada,9/23/24,9/25/24,628,lv,8857,2024,11/5/24,16651
1102,Emerson,New York,9/23/24,9/25/24,1000,lv,8860,2024,11/5/24,16661
1102,Emerson,New York,9/23/24,9/25/24,1000,lv,8860,2024,11/5/24,16651
1554,RMG Research,NA,9/23/24,9/25/24,2952,lv,8914,2024,11/5/24,16661
1554,RMG Research,NA,9/23/24,9/25/24,2952,lv,8914,2024,11/5/24,16651
1679,ARW Strategies,Indiana,9/23/24,9/25/24,600,lv,8797,2024,11/5/24,16661
1679,ARW Strategies,Indiana,9/23/24,9/25/24,600,lv,8797,2024,11/5/24,16651
1189,Morning Consult,NA,9/23/24,9/25/24,10966,lv,8914,2024,11/5/24,16661
1189,Morning Consult,NA,9/23/24,9/25/24,10966,lv,8914,2024,11/5/24,16651
294,McLaughlin,Florida,9/23/24,9/25/24,1200,lv,8778,2024,11/5/24,16661
294,McLaughlin,Florida,9/23/24,9/25/24,1200,lv,8778,2024,11/5/24,16651
1672,Victory Insights,Florida,9/22/24,9/25/24,600,lv,8778,2024,11/5/24,16661
1672,Victory Insights,Florida,9/22/24,9/25/24,600,lv,8778,2024,11/5/24,16651
1866,CNN/SSRS,North Carolina,9/20/24,9/25/24,931,lv,8839,2024,11/5/24,16661
1866,CNN/SSRS,North Carolina,9/20/24,9/25/24,931,lv,8839,2024,11/5/24,16651
1866,CNN/SSRS,North Carolina,9/20/24,9/25/24,931,lv,8839,2024,11/5/24,31097
1866,CNN/SSRS,North Carolina,9/20/24,9/25/24,931,lv,8839,2024,11/5/24,31116
1866,CNN/SSRS,North Carolina,9/20/24,9/25/24,931,lv,8839,2024,11/5/24,31790
1866,CNN/SSRS,Nebraska CD-2,9/20/24,9/25/24,749,lv,8837,2024,11/5/24,16661
1866,CNN/SSRS,Nebraska CD-2,9/20/24,9/25/24,749,lv,8837,2024,11/5/24,16651
1866,CNN/SSRS,Nebraska CD-2,9/20/24,9/25/24,749,lv,8837,2024,11/5/24,31097
1866,CNN/SSRS,Nebraska CD-2,9/20/24,9/25/24,749,lv,8837,2024,11/5/24,31116
1866,CNN/SSRS,Nebraska CD-2,9/20/24,9/25/24,749,lv,8837,2024,11/5/24,31790
1528,AtlasIntel,Arizona,9/20/24,9/25/24,946,lv,8759,2024,11/5/24,16661
1528,AtlasIntel,Arizona,9/20/24,9/25/24,946,lv,8759,2024,11/5/24,16651
1528,AtlasIntel,Arizona,9/20/24,9/25/24,946,lv,8759,2024,11/5/24,31116
1528,AtlasIntel,Arizona,9/20/24,9/25/24,946,lv,8759,2024,11/5/24,16661
1528,AtlasIntel,Arizona,9/20/24,9/25/24,946,lv,8759,2024,11/5/24,16651
1528,AtlasIntel,Michigan,9/20/24,9/25/24,918,lv,8820,2024,11/5/24,16661
1528,AtlasIntel,Michigan,9/20/24,9/25/24,918,lv,8820,2024,11/5/24,16651
1528,AtlasIntel,Michigan,9/20/24,9/25/24,918,lv,8820,2024,11/5/24,31116
1528,AtlasIntel,Michigan,9/20/24,9/25/24,918,lv,8820,2024,11/5/24,31042
1528,AtlasIntel,Michigan,9/20/24,9/25/24,918,lv,8820,2024,11/5/24,31790
